sample,fastq_1,fastq_2
SAMPLE_PAIRED_END,/path/to/fastq/files/AEG588A1_S1_L002_R1_001.fastq.gz,/path/to/fastq/files/AEG588A1_S1_L002_R2_001.fastq.gz
SAMPLE_SINGLE_END,/path/to/fastq/files/AEG588A4_S4_L003_R1_001.fastq.gz,
SKD08,5,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD08_S8_R1_001.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD08_S8_R2_001.fastq.gz,
SKD09,6,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD09_S9_R1_001.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD09_S9_R2_001.fastq.gz,
SKD15,7,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD15_S15_R1_001.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD15_S15_R2_001.fastq.gz,
SKD18,8,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD18_S18_R1_001.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220707/SKD18_S18_R2_001.fastq.gz,
SKD21,9,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220623/SKD21_S21_R1_001.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220623/SKD21_S21_R2_001.fastq.gz,
SKD22,10,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220623/SKD22_S22_R1_001.fastq.gz,/mmfs1/gscratch/pedslabs_hoffman/Projects/Suskind-EEN/fastq/20220623/SKD22_S22_R2_001.fastq.gz,
